density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,17.914185364824856
0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,15.125651267852055
0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,20.19138195952549
0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,13.29955445538536
0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,18.718121384406434
0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,17.290916232938674
0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,21.108351401584915
0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,15.977917968085448
0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,20.7896077598331
0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,0.0234375,14.612486006519589
0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,0.4609375,20.841811933432314
0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,0.9609375,17.25079393620459
0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,0.7109375,13.763204331455395
0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,0.2109375,16.661813276990255
0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,0.3359375,19.212821686679764
0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,17.46128186736321
0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,20.270221448721106
0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,17.06547865514053
0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,22.282352486089223
0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,17.56527918378041
0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,17.989911459614422
0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,0.6796875,15.141117315046188
0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,0.8046875,20.135849187817467
0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,0.3046875,10.170139826779028
0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,0.0546875,18.19422191126955
0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,0.5546875,16.7372047495523
0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,0.9921875,16.446193072897955
0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,0.4921875,16.508516669797483
0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,0.2421875,18.430877298962617
0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,0.7421875,18.341858818440063
0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,0.8671875,20.98998328169435
0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,0.3671875,14.327850566059807
0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,0.1171875,17.634684469608658
0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,0.6171875,19.35577715598105
0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,0.1328125,19.136433312787787
0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,0.6328125,16.768827917816935
0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,0.8828125,18.430816043031903
0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,0.3828125,15.28256793447843
0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,0.0078125,18.85599776124203
0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,0.5078125,16.504812182497275
0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,0.7578125,18.794097185413435
0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,0.2578125,20.476493140418377
0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,0.1953125,19.14006413399564
0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,0.6953125,13.630347386418848
0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,0.9453125,20.472397599086744
0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,0.4453125,14.038802064463068
0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,0.0703125,21.47570904874543
0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,0.5703125,16.22915886615191
0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,0.8203125,16.205832127500504
0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,0.3203125,16.218107413780096
0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,0.6640625,20.997091128110693
0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,0.1640625,15.029937671002324
0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,0.4140625,18.053161563696786
0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,0.9140625,18.263220419766768
0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.7578125,0.5390625,17.45244926349864
0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.2578125,0.0390625,16.544316205975168
0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.5078125,0.2890625,17.10770794054261
0.1953125,0.9765625,0.8359375,0.8203125,0.4140625,0.0078125,0.7890625,17.34745421886065
0.1328125,0.0390625,0.3984375,0.5078125,0.3515625,0.0703125,0.7265625,23.37718914250138
0.6328125,0.5390625,0.8984375,0.0078125,0.8515625,0.5703125,0.2265625,14.196872240650146
0.8828125,0.2890625,0.6484375,0.7578125,0.6015625,0.3203125,0.4765625,18.674490571593026
0.3828125,0.7890625,0.1484375,0.2578125,0.1015625,0.8203125,0.9765625,15.23677853963884
0.2578125,0.4140625,0.7734375,0.6328125,0.7265625,0.9453125,0.6015625,17.527057110855484
0.7578125,0.9140625,0.2734375,0.1328125,0.2265625,0.4453125,0.1015625,14.252625012802572
0.5078125,0.1640625,0.0234375,0.8828125,0.4765625,0.6953125,0.3515625,21.895074222238634
0.0078125,0.6640625,0.5234375,0.3828125,0.9765625,0.1953125,0.8515625,19.07168646693379
0.01171875,0.33203125,0.78515625,0.94140625,0.46484375,0.41796875,0.46484375,20.936096729848483
0.51171875,0.83203125,0.28515625,0.44140625,0.96484375,0.91796875,0.96484375,13.865597023412722
0.76171875,0.08203125,0.03515625,0.69140625,0.71484375,0.16796875,0.71484375,22.77345154496461
0.26171875,0.58203125,0.53515625,0.19140625,0.21484375,0.66796875,0.21484375,16.382119317134666
0.38671875,0.20703125,0.41015625,0.81640625,0.58984375,0.54296875,0.33984375,20.78421505545132
0.88671875,0.70703125,0.91015625,0.31640625,0.08984375,0.04296875,0.83984375,14.924654370863374
0.63671875,0.45703125,0.66015625,0.56640625,0.33984375,0.79296875,0.58984375,16.560896494892077
0.13671875,0.95703125,0.16015625,0.06640625,0.83984375,0.29296875,0.08984375,16.026004741077543
0.19921875,0.01953125,0.59765625,0.25390625,0.90234375,0.35546875,0.40234375,20.770802219643798
0.69921875,0.51953125,0.09765625,0.75390625,0.40234375,0.85546875,0.90234375,18.33410051637476
0.94921875,0.26953125,0.34765625,0.00390625,0.15234375,0.10546875,0.65234375,17.86892420752364
0.44921875,0.76953125,0.84765625,0.50390625,0.65234375,0.60546875,0.15234375,14.962315725056198
0.32421875,0.39453125,0.22265625,0.37890625,0.02734375,0.73046875,0.27734375,18.727971621829308
0.82421875,0.89453125,0.72265625,0.87890625,0.52734375,0.23046875,0.77734375,15.726721700263138
0.57421875,0.14453125,0.97265625,0.12890625,0.77734375,0.98046875,0.52734375,15.751586427447714
0.07421875,0.64453125,0.47265625,0.62890625,0.27734375,0.48046875,0.02734375,17.928971670630716
0.10546875,0.17578125,0.06640625,0.59765625,0.24609375,0.19921875,0.99609375,24.603942455404887
0.60546875,0.67578125,0.56640625,0.09765625,0.74609375,0.69921875,0.49609375,14.18908369271395
0.85546875,0.42578125,0.81640625,0.84765625,0.99609375,0.44921875,0.24609375,17.149266119796327
0.35546875,0.92578125,0.31640625,0.34765625,0.49609375,0.94921875,0.74609375,13.7198726006705
0.48046875,0.30078125,0.69140625,0.72265625,0.87109375,0.82421875,0.87109375,18.55103456862595
0.98046875,0.80078125,0.19140625,0.22265625,0.37109375,0.32421875,0.37109375,15.168219231110033
0.73046875,0.05078125,0.44140625,0.97265625,0.12109375,0.57421875,0.12109375,20.40224556110036
0.23046875,0.55078125,0.94140625,0.47265625,0.62109375,0.07421875,0.62109375,18.033618408707188
0.16796875,0.48828125,0.25390625,0.16015625,0.68359375,0.01171875,0.93359375,20.261870541034156
0.66796875,0.98828125,0.75390625,0.66015625,0.18359375,0.51171875,0.43359375,14.112312865743895
0.91796875,0.23828125,0.50390625,0.41015625,0.43359375,0.26171875,0.18359375,17.848957501115127
0.41796875,0.73828125,0.00390625,0.91015625,0.93359375,0.76171875,0.68359375,19.04137356299026
0.29296875,0.11328125,0.87890625,0.03515625,0.30859375,0.88671875,0.80859375,17.196123849258946
0.79296875,0.61328125,0.37890625,0.53515625,0.80859375,0.38671875,0.30859375,16.83214062077204
0.54296875,0.36328125,0.12890625,0.28515625,0.55859375,0.63671875,0.05859375,18.02744802027081
0.04296875,0.86328125,0.62890625,0.78515625,0.05859375,0.13671875,0.55859375,18.42273069276209
0.05859375,0.06640625,0.33203125,0.39453125,0.76171875,0.80859375,0.19921875,20.950278393216546
0.55859375,0.56640625,0.83203125,0.89453125,0.26171875,0.30859375,0.69921875,18.07048451160786
0.80859375,0.31640625,0.58203125,0.14453125,0.01171875,0.55859375,0.94921875,16.38372560449266
0.30859375,0.81640625,0.08203125,0.64453125,0.51171875,0.05859375,0.44921875,18.966634677915135
0.43359375,0.44140625,0.95703125,0.26953125,0.13671875,0.18359375,0.07421875,16.403356120633333
0.93359375,0.94140625,0.45703125,0.76953125,0.63671875,0.68359375,0.57421875,14.093395719450696
0.68359375,0.19140625,0.20703125,0.01953125,0.88671875,0.43359375,0.82421875,19.111662540982486
0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,15.832475782711803
0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,20.943623746655227
0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,14.858236084044286
0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,18.608277148058754
0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,17.600604336977124
0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,20.175760496883083
0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,16.63048932414003
0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,19.827739847214765
0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,13.49970335300594
0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,18.033213460340647
0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,17.133958454711426
0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,18.15722787437572
0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,18.01782728379289
0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,21.225601846278533
0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,14.844380750223864
0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,17.46125916258688
0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,18.10342236128734
0.15234375,0.22265625,0.86328125,0.73828125,0.10546875,0.65234375,0.66796875,20.31003715767648
0.65234375,0.72265625,0.36328125,0.23828125,0.60546875,0.15234375,0.16796875,16.055785254604547
0.90234375,0.47265625,0.11328125,0.98828125,0.85546875,0.90234375,0.41796875,18.45591443654838
0.40234375,0.97265625,0.61328125,0.48828125,0.35546875,0.40234375,0.91796875,14.971884375197192
0.27734375,0.34765625,0.48828125,0.61328125,0.98046875,0.27734375,0.54296875,20.31707248427676
0.77734375,0.84765625,0.98828125,0.11328125,0.48046875,0.77734375,0.04296875,11.650218117940414
0.52734375,0.09765625,0.73828125,0.86328125,0.23046875,0.02734375,0.29296875,20.541595935394234
0.02734375,0.59765625,0.23828125,0.36328125,0.73046875,0.52734375,0.79296875,19.455186313225067
0.01953125,0.19921875,0.73046875,0.24609375,0.25390625,0.70703125,0.06640625,18.570925164799508
0.51953125,0.69921875,0.23046875,0.74609375,0.75390625,0.20703125,0.56640625,18.838654360231388
0.76953125,0.44921875,0.48046875,0.49609375,0.50390625,0.95703125,0.81640625,15.589076201276422
0.26953125,0.94921875,0.98046875,0.99609375,0.00390625,0.45703125,0.31640625,15.977066565227894
0.39453125,0.32421875,0.10546875,0.12109375,0.62890625,0.33203125,0.19140625,18.91925207085165
0.89453125,0.82421875,0.60546875,0.62109375,0.12890625,0.83203125,0.69140625,13.071488434242907
0.64453125,0.07421875,0.85546875,0.37109375,0.37890625,0.08203125,0.94140625,20.160064409920167
0.14453125,0.57421875,0.35546875,0.87109375,0.87890625,0.58203125,0.44140625,19.810222577846414
0.20703125,0.38671875,0.91796875,0.55859375,0.81640625,0.51953125,0.00390625,17.521332927802966
0.70703125,0.88671875,0.41796875,0.05859375,0.31640625,0.01953125,0.50390625,15.042648667237058
0.95703125,0.13671875,0.16796875,0.80859375,0.06640625,0.76953125,0.75390625,20.616135348368474
0.45703125,0.63671875,0.66796875,0.30859375,0.56640625,0.26953125,0.25390625,16.333402005561506
0.33203125,0.01171875,0.29296875,0.68359375,0.19140625,0.39453125,0.12890625,21.46980847347067
0.83203125,0.51171875,0.79296875,0.18359375,0.69140625,0.89453125,0.62890625,12.998138414221359
0.58203125,0.26171875,0.54296875,0.93359375,0.94140625,0.14453125,0.87890625,21.5896442311927
0.08203125,0.76171875,0.04296875,0.43359375,0.44140625,0.64453125,0.37890625,18.414360180306076
0.11328125,0.29296875,0.38671875,0.33984375,0.03515625,0.92578125,0.59765625,19.36997173570628
0.61328125,0.79296875,0.88671875,0.83984375,0.53515625,0.42578125,0.09765625,15.50743173665349
0.86328125,0.04296875,0.63671875,0.08984375,0.78515625,0.67578125,0.34765625,17.41421659602702
0.36328125,0.54296875,0.13671875,0.58984375,0.28515625,0.17578125,0.84765625,20.633320940391453
0.48828125,0.16796875,0.76171875,0.46484375,0.91015625,0.05078125,0.72265625,20.26030169529494
0.98828125,0.66796875,0.26171875,0.96484375,0.41015625,0.55078125,0.22265625,17.09268211220939
0.73828125,0.41796875,0.01171875,0.21484375,0.16015625,0.30078125,0.47265625,18.6595554083206
0.23828125,0.91796875,0.51171875,0.71484375,0.66015625,0.80078125,0.97265625,15.277091327434684
0.17578125,0.10546875,0.19921875,0.90234375,0.59765625,0.86328125,0.53515625,23.06745190027942
0.67578125,0.60546875,0.69921875,0.40234375,0.09765625,0.36328125,0.03515625,15.653726548402577
0.92578125,0.35546875,0.94921875,0.65234375,0.34765625,0.61328125,0.28515625,16.205818490844063
0.42578125,0.85546875,0.44921875,0.15234375,0.84765625,0.11328125,0.78515625,16.088919206486707
0.30078125,0.48046875,0.57421875,0.77734375,0.47265625,0.23828125,0.66015625,19.942250515100447
0.80078125,0.98046875,0.07421875,0.27734375,0.97265625,0.73828125,0.16015625,14.069812114408721
0.55078125,0.23046875,0.32421875,0.52734375,0.72265625,0.48828125,0.41015625,19.858604174544542
0.05078125,0.73046875,0.82421875,0.02734375,0.22265625,0.98828125,0.91015625,12.266206066812723
0.03515625,0.46484375,0.15234375,0.66796875,0.95703125,0.06640625,0.33203125,21.075907492079537
0.53515625,0.96484375,0.65234375,0.16796875,0.45703125,0.56640625,0.83203125,12.41671289806716
0.78515625,0.21484375,0.90234375,0.91796875,0.20703125,0.31640625,0.58203125,19.32365992144667
0.28515625,0.71484375,0.40234375,0.41796875,0.70703125,0.81640625,0.08203125,16.16462012359729
0.41015625,0.08984375,0.52734375,0.54296875,0.08203125,0.94140625,0.45703125,19.809487810569493
0.91015625,0.58984375,0.02734375,0.04296875,0.58203125,0.44140625,0.95703125,16.156164700718055
0.66015625,0.33984375,0.27734375,0.79296875,0.83203125,0.69140625,0.70703125,19.78506272611886
0.16015625,0.83984375,0.77734375,0.29296875,0.33203125,0.19140625,0.20703125,15.879259462064251
0.22265625,0.15234375,0.46484375,0.10546875,0.39453125,0.12890625,0.26953125,19.67485047658927
0.72265625,0.65234375,0.96484375,0.60546875,0.89453125,0.62890625,0.76953125,14.390497927072522
0.97265625,0.40234375,0.71484375,0.35546875,0.64453125,0.37890625,0.51953125,16.266764828915118
0.47265625,0.90234375,0.21484375,0.85546875,0.14453125,0.87890625,0.01953125,16.182124573476905
0.34765625,0.27734375,0.83984375,0.23046875,0.51953125,0.75390625,0.39453125,17.132944151831293
0.84765625,0.77734375,0.33984375,0.73046875,0.01953125,0.25390625,0.89453125,17.140497076938765
0.59765625,0.02734375,0.08984375,0.48046875,0.26953125,0.50390625,0.64453125,22.177960555665553
0.09765625,0.52734375,0.58984375,0.98046875,0.76953125,0.00390625,0.14453125,19.609045859993145
0.06640625,0.05859375,0.99609375,0.76171875,0.73828125,0.28515625,0.86328125,22.57172036817577
0.56640625,0.55859375,0.49609375,0.26171875,0.23828125,0.78515625,0.36328125,15.684647939604982
0.81640625,0.30859375,0.24609375,0.51171875,0.48828125,0.03515625,0.11328125,18.60612333927781
0.31640625,0.80859375,0.74609375,0.01171875,0.98828125,0.53515625,0.61328125,13.892358590946838
0.44140625,0.43359375,0.37109375,0.88671875,0.36328125,0.66015625,0.98828125,20.122316426047238
0.94140625,0.93359375,0.87109375,0.38671875,0.86328125,0.16015625,0.48828125,13.513135455713387
0.69140625,0.18359375,0.62109375,0.63671875,0.61328125,0.91015625,0.23828125,18.071091428401015
0.19140625,0.68359375,0.12109375,0.13671875,0.11328125,0.41015625,0.73828125,18.18927258848972
0.12890625,0.37109375,0.68359375,0.44921875,0.17578125,0.47265625,0.80078125,19.56028943348657
0.62890625,0.87109375,0.18359375,0.94921875,0.67578125,0.97265625,0.30078125,16.174221760966503
0.87890625,0.12109375,0.43359375,0.19921875,0.92578125,0.22265625,0.05078125,17.914550222419827
0.37890625,0.62109375,0.93359375,0.69921875,0.42578125,0.72265625,0.55078125,16.13108224284018
0.25390625,0.24609375,0.05859375,0.32421875,0.80078125,0.59765625,0.92578125,21.63167189244683
0.75390625,0.74609375,0.55859375,0.82421875,0.30078125,0.09765625,0.42578125,17.16210495502419
0.50390625,0.49609375,0.80859375,0.07421875,0.05078125,0.84765625,0.17578125,14.534773081548789
0.00390625,0.99609375,0.30859375,0.57421875,0.55078125,0.34765625,0.67578125,17.875916922138522
0.005859375,0.498046875,0.654296875,0.283203125,0.833984375,0.974609375,0.966796875,16.459798504251797
0.505859375,0.998046875,0.154296875,0.783203125,0.333984375,0.474609375,0.466796875,16.88988939320153
0.755859375,0.248046875,0.404296875,0.033203125,0.083984375,0.724609375,0.216796875,16.680124366307638
0.255859375,0.748046875,0.904296875,0.533203125,0.583984375,0.224609375,0.716796875,16.82875702719719
0.380859375,0.123046875,0.029296875,0.408203125,0.208984375,0.099609375,0.841796875,23.22773795651638
0.880859375,0.623046875,0.529296875,0.908203125,0.708984375,0.599609375,0.341796875,16.711693765163677
0.630859375,0.373046875,0.779296875,0.158203125,0.958984375,0.349609375,0.091796875,16.19985865118165
0.130859375,0.873046875,0.279296875,0.658203125,0.458984375,0.849609375,0.591796875,17.012610282409558
0.193359375,0.185546875,0.966796875,0.970703125,0.271484375,0.787109375,0.904296875,20.71456366224171
0.693359375,0.685546875,0.466796875,0.470703125,0.771484375,0.287109375,0.404296875,16.5743129934222
0.943359375,0.435546875,0.216796875,0.720703125,0.521484375,0.537109375,0.154296875,17.873065223449533
0.443359375,0.935546875,0.716796875,0.220703125,0.021484375,0.037109375,0.654296875,15.20780020582086
0.318359375,0.310546875,0.341796875,0.845703125,0.646484375,0.162109375,0.779296875,22.250258099789846
0.818359375,0.810546875,0.841796875,0.345703125,0.146484375,0.662109375,0.279296875,13.059675405286237
0.568359375,0.060546875,0.591796875,0.595703125,0.396484375,0.412109375,0.029296875,19.321946123477524
0.068359375,0.560546875,0.091796875,0.095703125,0.896484375,0.912109375,0.529296875,17.808504262338747
0.099609375,0.029296875,0.498046875,0.126953125,0.615234375,0.630859375,0.498046875,20.73732170915974
0.599609375,0.529296875,0.998046875,0.626953125,0.115234375,0.130859375,0.998046875,17.47007969150183
0.849609375,0.279296875,0.748046875,0.376953125,0.365234375,0.880859375,0.748046875,15.641045160517198
0.349609375,0.779296875,0.248046875,0.876953125,0.865234375,0.380859375,0.248046875,18.33596830570027
0.474609375,0.404296875,0.873046875,0.001953125,0.490234375,0.255859375,0.373046875,16.285106430087218
0.974609375,0.904296875,0.373046875,0.501953125,0.990234375,0.755859375,0.873046875,12.453888952604395
0.724609375,0.154296875,0.123046875,0.251953125,0.740234375,0.005859375,0.623046875,20.744390602777514
0.224609375,0.654296875,0.623046875,0.751953125,0.240234375,0.505859375,0.123046875,17.569661716031817
0.162109375,0.341796875,0.185546875,0.564453125,0.052734375,0.568359375,0.435546875,20.820882842661018
0.662109375,0.841796875,0.685546875,0.064453125,0.552734375,0.068359375,0.935546875,14.42113027305134
0.912109375,0.091796875,0.935546875,0.814453125,0.802734375,0.818359375,0.685546875,18.173766719196454
0.412109375,0.591796875,0.435546875,0.314453125,0.302734375,0.318359375,0.185546875,17.118485970120812
0.287109375,0.216796875,0.560546875,0.689453125,0.927734375,0.443359375,0.310546875,20.301142650127492
0.787109375,0.716796875,0.060546875,0.189453125,0.427734375,0.943359375,0.810546875,13.901239422614477
0.537109375,0.466796875,0.310546875,0.939453125,0.177734375,0.193359375,0.560546875,20.408938812830097
0.037109375,0.966796875,0.810546875,0.439453125,0.677734375,0.693359375,0.060546875,14.810191899769812
0.052734375,0.232421875,0.232421875,0.861328125,0.380859375,0.365234375,0.701171875,23.59451761545251
